"id"	"case_no"	"case_no_year"	"case_no_sequence"	"case_no_series"	"session_date"	"session_time"	"location"	"case_subject"	"judge_id"	"judge_name"	"cleark_id"	"clerk_name"	"handle_department"	"session_form"	"is_open"	"create_date"	"create_user_id"	"create_username"	"create_user_realname"	"revise_date"	"revise_user_id"	"revise_username"	"revise_user_realname"	"status"	"register_date"	"handle_person"	"courtroom_name"	"session_begin"	"session_end"	"memo"	"procedure_type"	"appliers"	"defenders"	"case_progress"	"appeal_date"	"appeal_result"	"mediate_date"	"mediate_result"	"sentence_date"	"sentence_result"	"regional_court"	"is_finish"	"regional_court_id"	"change_time"	"docUNID"	"sjy"	"sqrssdw"	"bsqrssdw"	"sasj"	"pqsj"	"ccbq"	"ysjasj"	"ysjafs"	"esjg"	"dqjd"	"xxly"	"is_deleted"	"SAAY"	"SXRQ"	"AJLB"
"23541753001542666"	"(2012)深福法民三初字第02514号"	"2012"	"民三初"	"2514"	""	""	""	"房屋买卖合同纠纷"	"4403020078"	"李敏通"	"4403020400"	"刘卓灵"	"44030214"	""	""	"2014/2/25 18:46:10"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/4 00:00:00"	"4403020078"	""	""	""	""	"09_03201-2"	""	""	""	""	""	""	""	""	""	"福田法院"	""	"440302"	"2014/2/25 18:46:10"	""	"4403020400"	""	""	"2012/11/29 00:00:00"	""	""	"2013/7/1 00:00:00"	"09_03215-4"	""	"800"	"3"	"0"	"9162"	" "	"2"
"23542374269317675"	"(2012)深福法执恢字第01002号"	"2012"	"执恢"	"1002"	""	""	""	"合同"	"4403020179"	"曾文德"	"4403020418"	"陈亮"	"44030204"	""	""	"2014/2/17 16:41:31"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/11/30 00:00:00"	"4403020179"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"福田法院"	""	"440302"	"2014/2/17 16:41:31"	""	"4403020418"	""	""	"2012/11/30 00:00:00"	""	""	""	" "	""	"500"	"3"	"0"	"3008"	" "	"8"
"23542382089337478"	"(2012)深福法执字第07850号"	"2012"	"执"	"7850"	""	""	""	"合同"	"4403020318"	"许琇蕙"	"4403020376"	"李超"	"44030204"	""	""	"2014/2/13 17:06:07"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/11/30 00:00:00"	"4403020318"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"福田法院"	""	"440302"	"2014/2/13 17:06:07"	""	"4403020376"	""	""	"2012/11/30 00:00:00"	""	""	"2014/1/22 00:00:00"	"05_604-6"	""	"800"	"3"	"0"	"3008"	" "	"8"
"23542397043825784"	"(2012)深宝法龙劳初字第01056号"	"2012"	"龙劳初"	"1056"	""	""	""	"劳动争议"	"4403040125"	"刘媛"	"4403040561"	"叶丽敏"	"44030443"	""	""	"2014/3/14 18:59:02"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/5 00:00:00"	"4403040125"	""	""	""	""	"09_03201-1"	""	""	""	""	""	""	""	""	""	"宝安法院"	""	"440304"	"2014/3/14 18:59:02"	""	"4403040561"	""	""	"2012/11/30 00:00:00"	""	""	"2012/12/29 00:00:00"	"09_03215-1"	""	"970"	"3"	"0"	"9462"	" "	"2"
"23542409414375294"	"(2012)深福法民三初字第02571号"	"2012"	"民三初"	"2571"	""	""	""	"房屋买卖合同纠纷"	"4403020036"	"郭成"	"4403021019"	"丁佳佳"	"44030214"	""	""	"2014/2/18 18:07:58"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/11/30 00:00:00"	"4403020036"	""	""	""	""	"09_03201-1"	""	""	""	""	""	""	""	""	""	"福田法院"	""	"440302"	"2014/2/18 18:07:58"	""	"4403021019"	""	""	"2012/11/30 00:00:00"	""	""	"2013/3/12 00:00:00"	"09_03215-1"	""	"950"	"3"	"0"	"9162"	" "	"2"
"23542602596242419"	"(2012)深福法民三初字第02572号"	"2012"	"民三初"	"2572"	""	""	""	"房屋租赁合同纠纷"	"4403020295"	"杨震"	"4403020463"	""	"44030214"	""	""	"2014/4/1 18:07:19"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/11/30 00:00:00"	"4403020295"	""	""	""	""	"09_03201-2"	""	""	""	""	""	""	""	""	""	"福田法院"	""	"440302"	"2014/4/1 18:07:19"	""	"4403020463"	""	""	"2012/11/30 00:00:00"	""	""	"2014/3/5 00:00:00"	"09_03215-1"	""	"800"	"3"	"0"	"9196"	" "	"2"
"23542610083738632"	"(2012)深福法执字第07859号"	"2012"	"执"	"7859"	""	""	""	"合同"	"4403020130"	"田强"	" "	"曹定初"	"44030204"	""	""	"2014/3/6 18:23:35"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/11/30 00:00:00"	"4403020130"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"福田法院"	""	"440302"	"2014/3/6 18:23:35"	""	" "	""	""	"2012/11/30 00:00:00"	""	""	""	" "	""	"500"	"3"	"0"	"3008"	" "	"8"
"23542613262124189"	"(2012)深福法执字第07860号"	"2012"	"执"	"7860"	""	""	""	"合同"	"4403020119"	"丘碧丽"	"4403020359"	"唐琼花"	"44030204"	""	""	"2014/3/3 20:30:11"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/11/30 00:00:00"	"4403020119"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"福田法院"	""	"440302"	"2014/3/3 20:30:11"	""	"4403020359"	""	""	"2012/11/30 00:00:00"	""	""	""	" "	""	"500"	"3"	"0"	"3008"	" "	"8"
"23542615962802511"	"(2012)深福法民二初字第08342号"	"2012"	"民二初"	"8342"	""	""	""	"信用卡纠纷"	"4403020296"	"张泽"	"4403020436"	"蔡穗"	"44030206"	""	""	"2014/3/21 16:50:18"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/11/30 00:00:00"	"4403020296"	""	""	""	""	"09_03201-2"	""	""	""	""	""	""	""	""	""	"福田法院"	""	"440302"	"2014/3/21 16:50:18"	""	"4403020436"	""	""	"2012/11/30 00:00:00"	""	""	"2013/6/5 00:00:00"	"09_03215-1"	""	"800"	"3"	"0"	"9193"	" "	"2"
"23542619215949516"	"(2012)深宝法西民初字第01266号"	"2012"	"西民初"	"1266"	""	""	""	"加工合同纠纷"	"4403040110"	"林雪"	"4403040428"	"庄秋玲"	"44030440"	""	""	"2014/3/12 18:22:13"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/11/30 00:00:00"	"4403040110"	""	""	""	""	"09_03201-1"	""	""	""	""	""	""	""	""	""	"宝安法院"	""	"440304"	"2014/3/12 18:22:13"	""	"4403040428"	""	""	"2012/11/30 00:00:00"	""	""	"2013/1/16 00:00:00"	"09_03215-1"	""	"970"	"3"	"0"	"9201"	" "	"2"
"23542656525208530"	"(2012)深罗法民一初字第03101号"	"2012"	"民一初"	"3101"	""	""	""	"离婚纠纷"	"4403010261"	"卢颖红"	"4403011161"	"迟蓉蓉"	"44030112"	""	""	"2014/3/25 18:12:55"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/11/30 00:00:00"	"4403010261"	""	""	""	""	"09_03201-1"	""	""	""	""	""	""	""	""	""	"罗湖法院"	""	"440301"	"2014/3/25 18:12:55"	""	"4403011161"	""	""	"2012/11/30 00:00:00"	""	""	"2012/12/19 00:00:00"	"09_03215-1"	""	"800"	"3"	"0"	"9015"	" "	"2"
"23542662547464492"	"(2012)深龙法民二初字第03057号"	"2012"	"民二初"	"3057"	""	""	""	"买卖合同纠纷"	"4403050231"	"张薇炜"	"4403050875"	"张磊"	"44030513"	""	""	"2014/3/11 18:32:37"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/11/30 00:00:00"	"4403050231"	""	""	""	""	"09_03201-2"	""	""	""	""	""	""	""	""	""	"龙岗法院"	""	"440305"	"2014/3/11 18:32:37"	""	"4403050875"	""	""	"2012/11/30 00:00:00"	""	""	"2014/1/17 00:00:00"	"09_03215-1"	""	"970"	"3"	"0"	"9142"	" "	"2"
"23544982690339535"	"(2012)深龙法鹏民初字第00090号"	"2012"	"鹏民初"	"90"	""	""	""	"机动车交通事故责任纠纷"	"4403050072"	"赖健良"	"4403050628"	"蒋雪峰"	"44030544"	""	""	"2014/2/18 18:07:58"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/3 00:00:00"	"4403050072"	""	""	""	""	"09_03201-2"	""	""	""	""	""	""	""	""	""	"龙岗法院"	""	"440305"	"2014/2/18 18:07:58"	""	"4403050628"	""	""	"2012/12/3 00:00:00"	""	""	"2013/10/31 00:00:00"	"09_03215-1"	""	"970"	"3"	"0"	"9722"	" "	"2"
"23544986298484892"	"(2012)深宝法观劳初字第00443号"	"2012"	"观劳初"	"443"	""	""	""	"劳动争议"	"4403040060"	"黄小华"	"4403040592"	"简少琼"	"44030444"	""	""	"2014/3/31 18:27:49"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/3 00:00:00"	"4403040060"	""	""	""	""	"09_03201-1"	""	""	""	""	""	""	""	""	""	"宝安法院"	""	"440304"	"2014/3/31 18:27:49"	""	"4403040592"	""	""	"2012/12/3 00:00:00"	""	""	"2013/1/22 00:00:00"	"09_03215-1"	""	"970"	"3"	"0"	"9462"	" "	"2"
"23545010454961350"	"(2012)深中法执复字第00135号"	"2012"	"执复"	"135"	""	""	""	""	"4403000232"	"卢艳贝"	"4403000165"	"李涛"	"440300041"	""	""	"2014/3/5 18:17:19"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/5 00:00:00"	"4403000232"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"中级法院"	""	"440300"	"2014/3/5 18:17:19"	""	"4403000165"	""	""	"2012/12/3 00:00:00"	""	""	"2013/3/19 00:00:00"	"09_Z0679-5"	""	"970"	"3"	"0"	"0"	" "	"8"
"23545030165872692"	"(2012)深中法刑二初字第00502号"	"2012"	"刑二初"	"502"	""	""	""	"抢劫罪"	"4403002243"	"钟华"	"4403001322"	"陈彦丹"	"44030009"	""	""	"2014/2/25 18:46:10"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/4 00:00:00"	"4403002243"	""	""	""	""	"09_02206-2"	""	""	""	""	""	""	""	""	""	"中级法院"	""	"440300"	"2014/2/25 18:46:10"	""	"4403001322"	""	""	"2012/12/3 00:00:00"	""	""	"2013/10/11 00:00:00"	"09_02208-1"	""	"970"	"3"	"0"	"200"	" "	"1"
"23545065364026603"	"(2012)深中法商终字第02096号"	"2012"	"商终"	"2096"	""	""	""	"财产保险合同纠纷"	"4403000622"	"王伟"	"4403001326"	"许旭东"	"44030013"	""	""	"2014/2/27 18:35:56"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/4 00:00:00"	"4403000622"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"中级法院"	""	"440300"	"2014/2/27 18:35:56"	""	"4403001326"	""	""	"2012/12/3 00:00:00"	""	""	"2013/5/27 00:00:00"	" "	""	"970"	"3"	"0"	"9671"	"20130507"	"2"
"23545065498111225"	"(2012)深中法商终字第02097号"	"2012"	"商终"	"2097"	""	""	""	"股票交易纠纷"	"4403000039"	"程炜"	"4403000823"	"刘惠惠"	"44030013"	""	""	"2014/3/21 16:50:18"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/4 00:00:00"	"4403000039"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"中级法院"	""	"440300"	"2014/3/21 16:50:18"	""	"4403000823"	""	""	"2012/12/3 00:00:00"	""	""	"2014/2/20 00:00:00"	"09_03304-6"	""	"950"	"3"	"0"	"9622"	"20140306"	"2"
"23545161223278224"	"(2012)深宝法龙劳初字第01054号"	"2012"	"龙劳初"	"1054"	""	""	""	"劳动争议"	"4403040073"	"柯德"	"4403040560"	"戴航智"	"44030443"	""	""	"2014/3/14 18:59:02"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/3 00:00:00"	"4403040073"	""	""	""	""	"09_03201-1"	""	""	""	""	""	""	""	""	""	"宝安法院"	""	"440304"	"2014/3/14 18:59:02"	""	"4403040560"	""	""	"2012/12/3 00:00:00"	""	""	"2013/1/15 00:00:00"	"09_03215-1"	""	"970"	"3"	"0"	"9462"	" "	"2"
"23545169722177547"	"(2012)深宝法民二初字第03851号"	"2012"	"民二初"	"3851"	""	""	""	"买卖合同纠纷"	"4403040075"	"孔卫新"	"4403040461"	"李壬贵"	"44030413"	""	""	"2014/2/13 17:06:07"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/3 00:00:00"	"4403040075"	""	""	""	""	"09_03201-1"	""	""	""	""	""	""	""	""	""	"宝安法院"	""	"440304"	"2014/2/13 17:06:07"	""	"4403040461"	""	""	"2012/12/3 00:00:00"	""	""	"2013/8/14 00:00:00"	"09_03215-1"	""	"950"	"3"	"0"	"9142"	" "	"2"
"23545182854376211"	"(2012)深宝法沙劳初字第00337号"	"2012"	"沙劳初"	"337"	""	""	""	"劳动争议"	"4403040948"	"刘静涛"	"4403040874"	"李汉明"	"44030441"	""	""	"2014/4/1 18:07:19"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/3 00:00:00"	"4403040948"	""	""	""	""	"09_03201-1"	""	""	""	""	""	""	""	""	""	"宝安法院"	""	"440304"	"2014/4/1 18:07:19"	""	"4403040874"	""	""	"2012/12/3 00:00:00"	""	""	"2013/2/17 00:00:00"	"09_03215-1"	""	"970"	"3"	"0"	"9462"	" "	"2"
"23545191108376456"	"(2012)深宝法西劳初字第00269号"	"2012"	"西劳初"	"269"	""	""	""	"劳动争议"	"4403040113"	"刘定宏"	"4403040902"	"李华敏"	"44030440"	""	""	"2014/4/1 18:07:19"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/3 00:00:00"	"4403040113"	""	""	""	""	"09_03201-1"	""	""	""	""	""	""	""	""	""	"宝安法院"	""	"440304"	"2014/4/1 18:07:19"	""	"4403040902"	""	""	"2012/12/3 00:00:00"	""	""	"2013/4/8 00:00:00"	"09_03215-1"	""	"970"	"3"	"0"	"9462"	" "	"2"
"23545200703322514"	"(2012)深宝法沙民初字第01027号"	"2012"	"沙民初"	"1027"	""	""	""	"买卖合同纠纷"	"4403040308"	"冼晓莉"	"4403040938"	"蓝庆辉"	"44030441"	""	""	"2014/3/14 18:59:02"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/5 00:00:00"	"4403040308"	""	""	""	""	"09_03201-1"	""	""	""	""	""	""	""	""	""	"宝安法院"	""	"440304"	"2014/3/14 18:59:02"	""	"4403040938"	""	""	"2012/12/3 00:00:00"	""	""	"2013/2/1 00:00:00"	"09_03215-1"	""	"970"	"3"	"0"	"9142"	" "	"2"
"23545200788602366"	"(2012)深福法民三重字第00007号"	"2012"	"民三重"	"7"	""	""	""	"房屋买卖合同纠纷"	"4403020261"	"欧阳珂"	"4403021079"	"刘霞"	"44030216"	""	""	"2014/2/19 18:35:25"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/4 00:00:00"	"4403020261"	""	""	""	""	"09_03201-2"	""	""	""	""	""	""	""	""	""	"福田法院"	""	"440302"	"2014/2/19 18:35:25"	""	"4403021079"	""	""	"2012/12/3 00:00:00"	""	""	""	" "	""	"500"	"3"	"0"	"9162"	" "	"2"
"23545204709775577"	"(2012)深福法刑初字第01864号"	"2012"	"刑初"	"1864"	""	""	""	"故意伤害罪"	"4403020123"	"宋文凯"	"4403020311"	"李洁"	"44030208"	""	""	"2014/2/27 18:35:56"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/3 00:00:00"	"4403020123"	""	""	""	""	"09_02206-2"	""	""	""	""	""	""	""	""	""	"福田法院"	""	"440302"	"2014/2/27 18:35:56"	""	"4403020311"	""	""	"2012/11/30 00:00:00"	""	""	"2013/8/22 00:00:00"	"09_02208-1"	""	"800"	"3"	"0"	"164"	" "	"1"
"23545226548484744"	"(2012)深宝法知刑初字第00233号"	"2012"	"知刑初"	"233"	""	""	""	"假冒注册商标罪"	"4403040016"	"陈庆涵"	"4403040468"	"刘菲菲"	"44030415"	""	""	"2014/3/6 18:23:35"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/3 00:00:00"	"4403040016"	""	""	""	""	"09_02206-2"	""	""	""	""	""	""	""	""	""	"宝安法院"	""	"440304"	"2014/3/6 18:23:35"	""	"4403040468"	""	""	"2012/12/3 00:00:00"	""	""	""	" "	""	"500"	"3"	"0"	"141"	" "	"1"
"23545231929315144"	"(2012)深宝法观劳初字第00444号"	"2012"	"观劳初"	"444"	""	""	""	"劳动争议"	"4403040060"	"黄小华"	"4403040592"	"简少琼"	"44030444"	""	""	"2014/4/1 18:07:18"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/3 00:00:00"	"4403040060"	""	""	""	""	"09_03201-2"	""	""	""	""	""	""	""	""	""	"宝安法院"	""	"440304"	"2014/4/1 18:07:18"	""	"4403040592"	""	""	"2012/12/3 00:00:00"	""	""	"2013/11/13 00:00:00"	"09_03215-1"	""	"950"	"3"	"0"	"9462"	" "	"2"
"23545237101540956"	"(2012)深宝法西劳初字第00270号"	"2012"	"西劳初"	"270"	""	""	""	"劳动争议"	"4403040113"	"刘定宏"	"4403040902"	"李华敏"	"44030440"	""	""	"2014/4/1 18:07:18"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/3 00:00:00"	"4403040113"	""	""	""	""	"09_03201-1"	""	""	""	""	""	""	""	""	""	"宝安法院"	""	"440304"	"2014/4/1 18:07:18"	""	"4403040902"	""	""	"2012/12/3 00:00:00"	""	""	"2013/4/8 00:00:00"	"09_03215-1"	""	"970"	"3"	"0"	"9462"	" "	"2"
"23545247445961876"	"(2012)深中法执外异字第00042号"	"2012"	"执外异"	"42"	""	""	""	"其他执行"	"4403000570"	"涂超群"	"4403000536"	"肖伟光"	"440300041"	""	""	"2014/3/5 18:17:19"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/3 00:00:00"	"4403000570"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"中级法院"	""	"440300"	"2014/3/5 18:17:19"	""	"4403000536"	""	""	"2012/12/3 00:00:00"	""	""	"2013/8/15 00:00:00"	"09_Z0679-5"	""	"970"	"3"	"0"	"3028"	" "	"8"
"23545863026822909"	"(2012)深宝法执字第01128号"	"2012"	"执"	"1128"	""	""	""	"合同"	"4403040325"	"陈方杰"	"4403040460"	"杨晓京"	"44030441"	""	""	"2014/3/12 18:22:13"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/13 00:00:00"	"4403040325"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"宝安法院"	""	"440304"	"2014/3/12 18:22:13"	""	"4403040460"	""	""	"2012/12/13 00:00:00"	""	""	""	" "	""	"500"	"3"	"0"	"3008"	" "	"8"
"23545881699687935"	"(2012)深中法执字第00865号"	"2012"	"执"	"865"	""	""	""	"合同"	"4403000395"	"杨守辉"	"4403000308"	"王嫏嬛"	"440300040"	""	""	"2014/2/20 19:56:22"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/5 00:00:00"	"4403000395"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"中级法院"	""	"440300"	"2014/2/20 19:56:22"	""	"4403000308"	""	""	"2012/12/5 00:00:00"	""	""	""	" "	""	"500"	"3"	"0"	"3008"	" "	"8"
"23545908341144570"	"(2012)深龙法山民初字第00163号"	"2012"	"山民初"	"163"	""	""	""	"买卖合同纠纷"	"4403050150"	"史邵宁"	"4403050866"	"吕亮"	"44030543"	""	""	"2014/2/25 18:46:10"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/4 00:00:00"	"4403050150"	""	""	""	""	"09_03201-2"	""	""	""	""	""	""	""	""	""	"龙岗法院"	""	"440305"	"2014/2/25 18:46:10"	""	"4403050866"	""	""	"2012/11/28 00:00:00"	""	""	"2013/11/26 00:00:00"	"09_03215-1"	""	"970"	"3"	"0"	"9142"	" "	"2"
"23546028595794865"	"(2012)深宝法西民初字第01268号"	"2012"	"西民初"	"1268"	""	""	""	"买卖合同纠纷"	"4403040098"	"李璐"	"4403040502"	"郭永青"	"44030440"	""	""	"2014/2/21 18:09:10"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/4 00:00:00"	"4403040098"	""	""	""	""	"09_03201-1"	""	""	""	""	""	""	""	""	""	"宝安法院"	""	"440304"	"2014/2/21 18:09:10"	""	"4403040502"	""	""	"2012/12/4 00:00:00"	""	""	"2013/9/9 00:00:00"	"09_03215-1"	""	"950"	"3"	"0"	"9142"	" "	"2"
"23546045635544965"	"(2012)深宝法龙执字第00243号"	"2012"	"龙执"	"243"	""	""	""	"买卖合同纠纷"	"4403040209"	"杨志刚"	"4403040558"	"刘赐恒"	"44030443"	""	""	"2014/3/19 18:17:27"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/4 00:00:00"	"4403040209"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"宝安法院"	""	"440304"	"2014/3/19 18:17:27"	""	"4403040558"	""	""	"2012/12/4 00:00:00"	""	""	"2014/3/18 00:00:00"	"05_604-5"	""	"800"	"3"	"0"	"9142"	" "	"8"
"23546081170756913"	"(2012)深宝法民二初字第03856号"	"2012"	"民二初"	"3856"	""	""	""	"合同纠纷"	"4403040075"	"孔卫新"	"4403040461"	"李壬贵"	"44030413"	""	""	"2014/3/31 18:27:49"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/4 00:00:00"	"4403040075"	""	""	""	""	"09_03201-1"	""	""	""	""	""	""	""	""	""	"宝安法院"	""	"440304"	"2014/3/31 18:27:49"	""	"4403040461"	""	""	"2012/11/29 00:00:00"	""	""	"2013/11/18 00:00:00"	"09_03215-1"	""	"970"	"3"	"0"	"9131"	" "	"2"
"23546092700454349"	"(2012)深宝法民二初字第03857号"	"2012"	"民二初"	"3857"	""	""	""	"买卖合同纠纷"	"4403040075"	"孔卫新"	"4403040461"	"李壬贵"	"44030413"	""	""	"2014/3/31 18:27:49"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/4 00:00:00"	"4403040075"	""	""	""	""	"09_03201-2"	""	""	""	""	""	""	""	""	""	"宝安法院"	""	"440304"	"2014/3/31 18:27:49"	""	"4403040461"	""	""	"2012/12/4 00:00:00"	""	""	"2013/8/14 00:00:00"	"09_03215-1"	""	"970"	"3"	"0"	"9142"	" "	"2"
"23546703457017418"	"(2012)深福法执字第07885号"	"2012"	"执"	"7885"	""	""	""	"合同"	"4403020179"	"曾文德"	"4403020418"	"陈亮"	"44030204"	""	""	"2014/2/18 18:07:58"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/5 00:00:00"	"4403020179"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"福田法院"	""	"440302"	"2014/2/18 18:07:58"	""	"4403020418"	""	""	"2012/12/5 00:00:00"	""	""	""	" "	""	"500"	"3"	"0"	"3008"	" "	"8"
"23546704482540069"	"(2012)深福法执字第07886号"	"2012"	"执"	"7886"	""	""	""	"合同"	"4403020179"	"曾文德"	"4403020418"	"陈亮"	"44030204"	""	""	"2014/2/18 18:07:58"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/5 00:00:00"	"4403020179"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"福田法院"	""	"440302"	"2014/2/18 18:07:58"	""	"4403020418"	""	""	"2012/12/5 00:00:00"	""	""	""	" "	""	"500"	"3"	"0"	"3008"	" "	"8"
"23546722897254583"	"(2012)深罗法民二初字第02327号"	"2012"	"民二初"	"2327"	""	""	""	"买卖合同纠纷"	"4403010248"	"刘娟"	"4403011076"	"冯楠"	"44030113"	""	""	"2014/2/13 17:06:07"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/4 00:00:00"	"4403010248"	""	""	""	""	"09_03201-1"	""	""	""	""	""	""	""	""	""	"罗湖法院"	""	"440301"	"2014/2/13 17:06:07"	""	"4403011076"	""	""	"2012/12/5 00:00:00"	""	""	"2013/3/4 00:00:00"	"09_03215-1"	""	"800"	"3"	"0"	"9142"	" "	"2"
"23546776602696037"	"(2012)深龙法刑初字第04801号"	"2012"	"刑初"	"4801"	""	""	""	"诈骗罪"	"4403050279"	"杨盛"	"4403050412"	"黄键"	"44030508"	""	""	"2014/2/26 18:31:31"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/5 00:00:00"	"4403050279"	""	""	""	""	"09_02206-2"	""	""	""	""	""	""	""	""	""	"龙岗法院"	""	"440305"	"2014/2/26 18:31:31"	""	"4403050412"	""	""	"2012/12/5 00:00:00"	""	""	"2014/2/13 00:00:00"	"09_02208-1"	""	"970"	"3"	"0"	"202"	"20140213"	"1"
"23547583873283384"	"(2012)深中法知民初字第01531号"	"2012"	"知民初"	"1531"	""	""	""	"专利权权属纠纷"	"4403000175"	"李洋"	"4403000539"	"卓春宇"	"44030014"	""	""	"2014/3/25 18:12:55"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/10 00:00:00"	"4403000175"	""	""	""	""	"09_03201-2"	""	""	""	""	""	""	""	""	""	"中级法院"	""	"440300"	"2014/3/25 18:12:55"	""	"4403000539"	""	""	"2012/12/6 00:00:00"	""	""	"2014/1/17 00:00:00"	"09_03215-1"	""	"970"	"3"	"0"	"9398"	" "	"2"
"23547598804977741"	"(2012)深罗法民二初字第02328号"	"2012"	"民二初"	"2328"	""	""	""	"买卖合同纠纷"	"4403010108"	"饶弢"	"4403011078"	"郭丽"	"44030113"	""	""	"2014/2/13 17:06:07"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/5 00:00:00"	"4403010108"	""	""	""	""	"09_03201-1"	""	""	""	""	""	""	""	""	""	"罗湖法院"	""	"440301"	"2014/2/13 17:06:07"	""	"4403011078"	""	""	"2012/12/6 00:00:00"	""	""	"2013/6/19 00:00:00"	"09_03215-1"	""	"970"	"3"	"0"	"9142"	" "	"2"
"23547611955868364"	"(2012)深福法执字第07887号"	"2012"	"执"	"7887"	""	""	""	"合同"	"4403020250"	"张伟刚"	" "	"彭国民"	"44030204"	""	""	"2014/3/26 18:21:22"	""	""	""	""	""	""	""	"CMS_INFORMATION_STATUS_APPROVED"	"2012/12/6 00:00:00"	"4403020250"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"福田法院"	""	"440302"	"2014/3/26 18:21:22"	""	" "	""	""	"2012/12/6 00:00:00"	""	""	"2013/12/31 00:00:00"	"05_604-6"	""	"950"	"3"	"0"	"3008"	" "	"8"
